Samples	Donor	Tissue	Total_reads	Mapped_reads	Unmapped_reads	Valid_reads	Rep_reads	Unknown	Prop_unmap_valid	Prop_unmap_rep	Prop_unmap_unkwn	Prop_tot_mapped	Prop_tot_valid	Prop_tot_rep	Prop_tot_unkwn
LOSQ-5GRN-C2-E4-R0-hair-hair	5GRN	hair	42273937	41285001	988936	584	568219	420133	0.000590533664463626	0.574576110081947	0.42483335625359	0.976606484510775	1.38146584265383e-05	0.0134413551309404	0.00993834569985757
LOSQ-5GRN-C2-E7-R0-saliva-illumina	5GRN	saliva	8636878	146212	8490666	738344	185269	7567053	0.0869594917524727	0.0218203142132784	0.891220194034249	0.0169288022824914	0.0854873717100091	0.02145092242822	0.876132903579279
LOSQ-5GRN-C2-E7-R0-saliva-saliva	5GRN	saliva	29087901	7374335	21713566	772022	1194941	19746603	0.0355548231921003	0.0550320016527916	0.909413175155108	0.253518980279808	0.0265410006724102	0.0410803447110192	0.678859674336763
LOSQ-5GRN-C3-E12-R1-urine-urine	5GRN	urine	33636741	31469609	2167132	3536	1468669	694927	0.00163164957187656	0.677701681300447	0.320666669127677	0.93557247415854	0.000105123144956285	0.0436626425847855	0.0206597601117183
LOSQ-5GRN-C3-E12-R2-urine-urine	5GRN	urine	31263999	29409395	1854604	1274	1238026	615304	0.000686939098589241	0.667541965832059	0.331771095069352	0.940679245799618	4.07497454180446e-05	0.0395990928735636	0.0196809115814007
LOSQ-5GRN-C3-E3-R1-buccal-buccal	5GRN	buccal	20120500	12283874	7836626	205278	2076518	5554830	0.026194691439913	0.264976024120585	0.708829284439502	0.610515345046097	0.0102024303570985	0.103204095325663	0.276078129271141
LOSQ-5GRN-C3-E3-R2-buccal-buccal	5GRN	buccal	24235290	14844822	9390468	233690	2005246	7151532	0.0248858736327093	0.21354058178996	0.761573544577331	0.612529167177286	0.00964255018198668	0.0827407470676027	0.295087535573125
LOSQ-5GRN-C3-E5-R1-hair-hair	5GRN	hair	21567156	20672014	895142	3074	555078	336990	0.00343409202115419	0.620100498021543	0.376465409957303	0.958495130280506	0.000142531541942758	0.0257371903833774	0.0156251477941737
LOSQ-5GRN-C3-E5-R2-hair-hair	5GRN	hair	25991343	25035399	955944	3068	541229	411647	0.00320939301883792	0.566172286242709	0.430618320738453	0.963220676976946	0.000118039302547775	0.0208234334024217	0.0158378503180848
LOSQ-5GRN-C3-E9-R0-saliva-saliva	5GRN	saliva	36706573	25226437	11480136	416882	726070	10337184	0.0363133328734085	0.0632457664264605	0.900440900700131	0.687245769306767	0.0113571484867302	0.0197803810233115	0.281616701183191
LOSQ-5GRN-C4-E10-R0-urine-urine	5GRN	urine	23807577	22077039	1730538	896	1255404	474238	0.000517758061365887	0.725441452311362	0.274040789627272	0.927311460548883	3.7635077269728e-05	0.0527312796258099	0.0199196247480371
LOSQ-5GRN-C4-E2-R0-buccal-buccal	5GRN	buccal	26785876	18431298	8354578	134156	4500727	3719695	0.0160577829305083	0.538713864422596	0.445228352646896	0.688097637725195	0.00500846042892157	0.168026126903597	0.138867774942287
LOSQ-5GRN-C4-E2-R0-buccal-smartseq	5GRN	buccal	25107467	19336353	5771114	49684	4079666	1641764	0.00860908309903426	0.706911351950421	0.284479564950545	0.770143519455786	0.00197885354185669	0.162488155416076	0.0653894715862815
LOSQ-5GRN-C4-E6-R0-hair-hair	5GRN	hair	32174498	31417646	756852	1360	411485	344007	0.00179691670234075	0.543679609751973	0.454523473545687	0.976476649301568	4.22695017650314e-05	0.0127891661277823	0.0106919150688847
LOSQ-5GRN-C4-E6-R0-hair-illumina	5GRN	hair	6007344	5921674	85670	1926	30519	53225	0.0224816155013424	0.356239056846037	0.621279327652621	0.985739121981361	0.000320607576326576	0.00508028173515617	0.00885998870715577
LOSQ-5GRN-C4-E8-R0-saliva-illumina	5GRN	saliva	2919635	178445	2741190	151690	155364	2434136	0.0553372805241519	0.0566775743381524	0.887985145137696	0.0611189412375177	0.0519551245275522	0.0532135010026938	0.833712433232236
LOSQ-5GRN-C4-E8-R0-saliva-saliva	5GRN	saliva	31536855	1791753	29745102	1164596	2317353	26263153	0.0391525300535194	0.0779070449985346	0.882940424947946	0.0568145745668045	0.0369280957153147	0.0734807893811859	0.832776540336695
LOSQ-5Z4D-C1-Ep1-R0-buccal-buccal	5Z4D	buccal	24597140	15898280	8698860	165204	4591213	3942443	0.0189914540526	0.527794791501415	0.453213754445985	0.646346689086617	0.00671639060476137	0.186656375497314	0.160280544811307
LOSQ-5Z4D-C1-Ep2-R0-hair-hair	5Z4D	hair	18782619	17756655	1025964	1168	663435	361361	0.00113844150477015	0.646645496333205	0.352216062162025	0.945376946633481	6.21851510697204e-05	0.035321751455428	0.0192391167600216
LOSQ-5Z4D-C1-Ep3-R1-saliva-saliva	5Z4D	saliva	16697314	7988500	8708814	465288	846501	7397025	0.0534272519771349	0.0972004913642661	0.849372256658599	0.478430243331353	0.0278660388131888	0.0506968366289333	0.443006881226525
LOSQ-5Z4D-C1-Ep3-R2-saliva-saliva	5Z4D	saliva	21523999	9915047	11608952	425566	767140	10416246	0.0366584339396011	0.0660817617300855	0.897259804330313	0.460650783341887	0.019771697629237	0.0356411464245097	0.483936372604366
LOSQ-5Z4D-C1-Ep4-R0-urine-urine	5Z4D	urine	27666265	25680803	1985462	1730	1394794	588938	0.000871333724845905	0.702503497926427	0.296625168348727	0.928235271367494	6.25310283119171e-05	0.0504149728920763	0.0212872247121178
LOSQ-5Z4D-C2-E11-R1-urine-urine	5Z4D	urine	23445054	22760472	684582	20	469016	215546	2.92149077831436e-05	0.685112959440944	0.314857825651273	0.970800579090157	8.5305838920226e-07	0.0200049016735044	0.00919366617794952
LOSQ-5Z4D-C2-E11-R2-urine-urine	5Z4D	urine	28575521	27849561	725960	44	459256	266660	6.06093999669403e-05	0.632618877073117	0.367320513526916	0.974595038879606	1.53977944969052e-06	0.0160716579760698	0.00933176336487443
LOSQ-5Z4D-C2-E2-R0-buccal-buccal	5Z4D	buccal	31100699	11752279	19348420	782182	5468386	13097852	0.0404261433233308	0.282627005202492	0.676946851474177	0.37787829141718	0.0251499813557245	0.17582839536822	0.421143331858876
LOSQ-5Z4D-C2-E5-R0-hair-hair	5Z4D	hair	23577083	22556663	1020420	6600	609906	403914	0.00646792497207032	0.597700946669019	0.395831128358911	0.956719836800846	0.000279932848351087	0.025868594516124	0.017131635834679
LOSQ-5Z4D-C2-E5-R0-hair-smartseq	5Z4D	hair	33137000	32081126	1055874	6648	522414	526812	0.00629620579728263	0.494769262241517	0.4989345319612	0.968136101638652	0.000200621661586746	0.015765277484383	0.0158979992153786
LOSQ-5Z4D-C2-E8-R0-saliva-saliva	5Z4D	saliva	37068569	7981069	29087500	1574478	1847370	25665652	0.054129024495058	0.0635107864202836	0.882360189084658	0.215305559812681	0.0424747445740352	0.0498365609959208	0.692383134617363
LOSQ-5Z4D-C3-E10-R0-urine-smartseq	5Z4D	urine	31803267	30397195	1406072	584	985500	419988	0.000415341461888154	0.700888716936259	0.298695941601853	0.955788441483072	1.83628933467747e-05	0.0309873825226823	0.0132058131008994
LOSQ-5Z4D-C3-E10-R0-urine-urine	5Z4D	urine	32787505	31663613	1123892	146	689934	433812	0.00012990572047848	0.613879269538354	0.385990824741167	0.965721941940992	4.45291582875855e-06	0.0210425892424568	0.0132310159007219
LOSQ-5Z4D-C3-E3-R0-buccal-buccal	5Z4D	buccal	30329548	29197290	1132258	776	707389	424093	0.000685356164407759	0.62475955126835	0.374555092567242	0.962668154500687	2.55856104416723e-05	0.0233234270421702	0.0139828328467012
LOSQ-5Z4D-C3-E3-R0-buccal-smartseq	5Z4D	buccal	23149810	22560770	589040	1246	372903	214891	0.0021153062610349	0.633069061523835	0.36481563221513	0.974555298725994	5.3823335915068e-05	0.0161082531562894	0.00928262478180166
LOSQ-5Z4D-C3-E6-R0-hair-hair	5Z4D	hair	28768359	27540961	1227398	306	731381	495711	0.000249307885461765	0.595879250251345	0.403871441863194	0.95733514031857	1.06366859507002e-05	0.0254231045990493	0.0172311183964299
LOSQ-5Z4D-C3-E7-R0-saliva-saliva	5Z4D	saliva	26098502	8275524	17822978	641132	1971595	15210251	0.0359722151932186	0.110620963567368	0.853406821239413	0.317088084212649	0.0245658543927157	0.0755443741560339	0.582801687238601
LOSQ-5Z4D-C4-E12-R0-urine-urine	5Z4D	urine	33225455	32240363	985092	356	639750	344986	0.000361387565831415	0.649431728204066	0.350206884230102	0.970351286385694	1.07146764431066e-05	0.0192548153215659	0.0103831836162966
LOSQ-5Z4D-C4-E1-R1-buccal-buccal	5Z4D	buccal	48416605	46815935	1600670	4926	919547	676197	0.00307746131307515	0.574476313043913	0.422446225643012	0.966939648081479	0.000101741954025897	0.0189923890780859	0.0139662208864087
LOSQ-5Z4D-C4-E1-R2-buccal-buccal	5Z4D	buccal	32922568	30729242	2193326	15274	1099436	1078616	0.00696385307063337	0.501264289941395	0.491771856987972	0.933379255226992	0.000463937078055394	0.0333946003240087	0.0327622073709438
LOSQ-5Z4D-C4-E4-R1-hair-hair	5Z4D	hair	24962671	23733983	1228688	188	773750	454750	0.000153008737775579	0.629736759860925	0.3701102314013	0.950778985149466	7.53124535431325e-06	0.0309962824090419	0.018217201196138
LOSQ-5Z4D-C4-E4-R2-hair-hair	5Z4D	hair	23996800	22872148	1124652	288	697041	427323	0.000256079213836814	0.61978371976398	0.379960201022183	0.953133251100147	1.20016002133618e-05	0.0290472479663955	0.0178074993332444
LOSQ-5Z4D-C4-E9-R0-saliva-saliva	5Z4D	saliva	26082577	10554773	15527804	636050	1765821	13125933	0.040962005960405	0.1137199439148	0.845318050124796	0.404667567932417	0.0243860106307747	0.0677011707853867	0.503245250651421
LOSQ-7Y3U-C1-Ep1-R1-buccal-buccal	7Y3U	buccal	22054259	13726975	8327284	181038	4796846	3349400	0.0217403417488823	0.576039678723579	0.402219979527539	0.622418327453214	0.00820875459928171	0.217502025345762	0.151870892601742
LOSQ-7Y3U-C1-Ep1-R2-buccal-buccal	7Y3U	buccal	16958199	10833657	6124542	81952	3066918	2975672	0.0133809189323871	0.500758750613515	0.485860330454098	0.638844785345425	0.00483258864930173	0.180851634067981	0.175470991937292
LOSQ-7Y3U-C1-Ep2-R0-hair-hair	7Y3U	hair	32300015	31761493	538522	118	265736	272668	0.000219118253293273	0.493454306416451	0.506326575330256	0.983327500002709	3.65324907743851e-06	0.00822711692239152	0.00844172982582206
LOSQ-7Y3U-C1-Ep3-R0-saliva-saliva	7Y3U	saliva	21239716	9844658	11395058	702548	2538025	8154485	0.0616537449831322	0.222730327480562	0.715615927536306	0.463502336848572	0.0330770901079845	0.119494300206274	0.38392627283717
LOSQ-7Y3U-C1-Ep3-R0-saliva-smartseq	7Y3U	saliva	28344978	20151842	8193136	132040	5664070	2397026	0.0161159292363754	0.691318928429847	0.292565142333778	0.710949290558631	0.00465832077908122	0.199826226712894	0.0845661619493936
LOSQ-7Y3U-C1-Ep4-R0-urine-urine	7Y3U	urine	24573815	16084825	8488990	24106	7540483	924401	0.00283967821849242	0.888266213059504	0.108894108722003	0.654551399528319	0.000980962866368124	0.306850320147686	0.0376173174576272
LOSQ-7Y3U-C2-E10-R0-urine-urine	7Y3U	urine	28896235	27516737	1379498	1482	925928	452088	0.00107430384096244	0.671206482358075	0.327719213800962	0.952260285812321	5.12869583182723e-05	0.0320432056286918	0.0156452216006687
LOSQ-7Y3U-C2-E2-R0-buccal-buccal	7Y3U	buccal	22359121	14379659	7979462	24422	6368483	1586557	0.00306060734420441	0.798109321154735	0.198830071501061	0.643122732776481	0.0010922611850439	0.28482707347932	0.0709579325591556
LOSQ-7Y3U-C2-E6-R0-hair-hair	7Y3U	hair	25824246	25125218	699028	186	412883	285959	0.000266083762023839	0.590653021052089	0.409080895185887	0.972931329727884	7.20253361898737e-06	0.015988191872088	0.0110732758664086
LOSQ-7Y3U-C2-E9-R0-saliva-illumina	7Y3U	saliva	1580579	235369	1345210	143762	61627	1139821	0.106869559399648	0.045812178024249	0.847318262576103	0.1489131514464	0.0909552765157578	0.0389901422200346	0.721141429817807
LOSQ-7Y3U-C2-E9-R0-saliva-saliva	7Y3U	saliva	33003813	21293693	11710120	560806	1054312	10095002	0.0478907133317165	0.0900342609640209	0.862075025704263	0.645188875600525	0.0169921578455192	0.03194515736712	0.305873809186835
LOSQ-7Y3U-C3-E11-R0-urine-urine	7Y3U	urine	22730453	20013757	2716696	4106	2244135	468455	0.00151139472359071	0.826053043844435	0.172435561431975	0.88048210037873	0.000180638722862232	0.0987281247760438	0.0206091361223641
LOSQ-7Y3U-C3-E1-R0-buccal-buccal	7Y3U	buccal	30011932	22987216	7024716	98052	3879199	3047465	0.0139581443577221	0.552221470590412	0.433820385051865	0.765935895096657	0.00326710056520187	0.129255224222153	0.101541780115989
LOSQ-7Y3U-C3-E4-R0-hair-hair	7Y3U	hair	25600372	24817586	782786	292	428937	353557	0.000373026599862542	0.547962022826162	0.451664950573976	0.969422866198976	1.14060842553382e-05	0.0167551080898356	0.0138106196269335
LOSQ-7Y3U-C3-E4-R0-hair-illumina	7Y3U	hair	7057901	6944741	113160	3642	39875	69643	0.0321845174973489	0.352377165075999	0.615438317426653	0.983966904608041	0.000516017439179155	0.00564969670161143	0.00986738125116802
LOSQ-7Y3U-C3-E8-R0-saliva-saliva	7Y3U	saliva	34256585	22404601	11851984	640822	1320999	9890163	0.0540687533833998	0.111458047867766	0.834473198748834	0.654023189993982	0.0187065348165907	0.0385618998507878	0.288708375338639
LOSQ-7Y3U-C4-E12-R0-urine-urine	7Y3U	urine	20841775	18001437	2840338	15034	1763293	1062011	0.00529303202647009	0.620803932489725	0.373903035483805	0.86371899706239	0.000721339713148232	0.0846037825473118	0.0509558806771496
LOSQ-7Y3U-C4-E3-R0-buccal-buccal	7Y3U	buccal	32940888	31248902	1691986	24980	583158	1083848	0.0147637155390175	0.344658880156219	0.640577404304764	0.948635689481109	0.000758328069358664	0.0177031657434372	0.0329028167060949
LOSQ-7Y3U-C4-E3-R0-buccal-smartseq	7Y3U	buccal	21202286	20246192	956094	7094	523540	425460	0.00741977253282627	0.547582141504915	0.444998085962259	0.954906088900037	0.000334586562977219	0.0246926204089502	0.020066704128036
LOSQ-7Y3U-C4-E5-R0-hair-hair	7Y3U	hair	29326567	28024969	1301598	822	766400	534376	0.000631531394485855	0.588814672425741	0.410553796179773	0.955617103086086	2.80291927793662e-05	0.0261333009076719	0.018221566813463
LOSQ-7Y3U-C4-E7-R0-saliva-saliva	7Y3U	saliva	29706613	20490635	9215978	372256	1035655	7808067	0.0403924575340783	0.112376027807358	0.847231514658564	0.689766786944038	0.0125310818840236	0.0348627761771428	0.262839354994795
LOSQ-9ZJK-C1-Ep1-R0-buccal-buccal	9ZJK	buccal	29889971	25116363	4773608	20332	3998741	754535	0.00425925212124665	0.837676868314281	0.158063879564472	0.840293990248435	0.000680228160810193	0.133782030099661	0.0252437514910938
LOSQ-9ZJK-C1-Ep2-R0-hair-hair	9ZJK	hair	30302693	29140747	1161946	2514	680100	479332	0.00216361173410813	0.58531119346338	0.412525194802512	0.961655355185759	8.2962923460301e-05	0.022443549819153	0.0158181320716281
LOSQ-9ZJK-C1-Ep2-R0-hair-illumina	9ZJK	hair	12141723	11663895	477828	3844	266661	207323	0.00804473576265937	0.55806901228057	0.433886251956771	0.960645783139675	0.000316594275787712	0.0219623689323171	0.0170752536522205
LOSQ-9ZJK-C1-Ep3-R0-saliva-saliva	9ZJK	saliva	29852460	8556802	21295658	1131242	2118895	18045521	0.0531207817105252	0.099498921329409	0.847380296960066	0.286636411203633	0.0378944314806887	0.0709789076009146	0.604490249714764
LOSQ-9ZJK-C1-Ep4-R0-urine-smartseq	9ZJK	urine	18216493	16667337	1549156	2548	1222069	324539	0.00164476656966761	0.788861160528701	0.209494072901632	0.914958603722462	0.000139873245635151	0.0670858545604799	0.0178156684714231
LOSQ-9ZJK-C1-Ep4-R0-urine-urine	9ZJK	urine	24230568	22473242	1757326	3824	1310887	442615	0.00217603335977502	0.745955502849215	0.25186846379101	0.927474832616388	0.000157817183650008	0.054100547704866	0.0182668024950963
LOSQ-9ZJK-C2-E11-R0-urine-smartseq	9ZJK	urine	20587860	18319922	2267938	2598	1831057	434283	0.00114553396080492	0.807366427124551	0.191488038914644	0.889841003387433	0.00012619087170789	0.0889386755107136	0.0210941302301453
LOSQ-9ZJK-C2-E11-R0-urine-urine	9ZJK	urine	26480788	24310114	2170674	4360	1679496	486818	0.00200859272281328	0.77372097330138	0.224270433975807	0.91802834568216	0.000164647668339779	0.0634231881619233	0.0183838184875767
LOSQ-9ZJK-C2-E2-R0-buccal-buccal	9ZJK	buccal	25259489	21392435	3867054	44064	2396530	1426460	0.0113947206322953	0.619730161513131	0.368875117854574	0.846906879232593	0.00174445334187085	0.0948764244597347	0.0564722429658019
LOSQ-9ZJK-C2-E6-R0-hair-hair	9ZJK	hair	34716067	33580809	1135258	574	640437	494247	0.000505611940193331	0.564133439271073	0.435360948788733	0.967298772640345	1.65341310120182e-05	0.0184478558587872	0.0142368373698553
LOSQ-9ZJK-C2-E6-R0-hair-smartseq	9ZJK	hair	32621158	31827936	793222	478	411717	381027	0.000602605575740461	0.519043849010744	0.480353545413516	0.975683818459173	1.46530665772196e-05	0.0126211644601948	0.0116803640140549
LOSQ-9ZJK-C2-E9-R0-saliva-saliva	9ZJK	saliva	26706871	5922059	20784812	832886	3068467	16883459	0.0400718563150824	0.147630250396299	0.812297893288619	0.221742899046466	0.0311862067256026	0.114894290686468	0.632176603541463
LOSQ-9ZJK-C3-E10-R0-urine-urine	9ZJK	urine	29592460	28608174	984286	3880	621893	358513	0.00394194370335451	0.631821442141816	0.364236614154829	0.966738621932749	0.000131114479837094	0.0210152518580747	0.0121150117293392
LOSQ-9ZJK-C3-E1-R0-buccal-buccal	9ZJK	buccal	28845277	27736149	1109128	2068	646334	460726	0.00186452780923392	0.582740675557735	0.415394796633031	0.961549060527309	7.16928459380023e-05	0.0224069264441454	0.0159723201826074
LOSQ-9ZJK-C3-E4-R1-hair-hair	9ZJK	hair	25382540	24199086	1183454	2624	674726	506104	0.00221723869284315	0.570132848425034	0.427649912882123	0.953375272923829	0.000103378148916539	0.0265822884549773	0.0199390604722774
LOSQ-9ZJK-C3-E4-R2-hair-hair	9ZJK	hair	27320259	26063207	1257052	2980	723043	531029	0.00237062587705202	0.575189411416552	0.422439962706396	0.953988283932447	0.000109076564757311	0.0264654518831611	0.0194371876196342
LOSQ-9ZJK-C3-E7-R1-saliva-saliva	9ZJK	saliva	25967152	2895900	23071252	1314716	2115141	19641395	0.0569850305479737	0.0916786397201158	0.851336329731911	0.11152166398533	0.0506299651190088	0.0814544852666168	0.756393885629044
LOSQ-9ZJK-C3-E7-R2-saliva-saliva	9ZJK	saliva	29906937	3007435	26899502	1503078	1910871	23485553	0.0558775400377301	0.0710374117706714	0.873085048191598	0.100559779826333	0.0502585069142988	0.0638939052835802	0.785287807975788
LOSQ-9ZJK-C4-E12-R0-urine-smartseq	9ZJK	urine	27841665	26160539	1681126	1414	1232328	447384	0.000841102927442678	0.733037261930397	0.266121635142161	0.939618338199242	5.07871925044713e-05	0.0442620080372348	0.0160688665710187
LOSQ-9ZJK-C4-E12-R0-urine-urine	9ZJK	urine	19409316	18382266	1027050	942	759922	266186	0.000917190010223456	0.739907502069033	0.259175307920744	0.947084688610356	4.85333949944449e-05	0.0391524358715165	0.013714342123133
LOSQ-9ZJK-C4-E3-R0-buccal-buccal	9ZJK	buccal	28416951	26980047	1436904	4844	954540	477520	0.00337113683308001	0.664303251991782	0.332325611175138	0.949434969289985	0.000170461637492354	0.0335905143377275	0.0168040547347954
LOSQ-9ZJK-C4-E5-R0-hair-hair	9ZJK	hair	24396504	23405138	991366	1170	632908	357288	0.0011801897583738	0.638420119310124	0.360399690931503	0.959364423689558	4.79576909872005e-05	0.0259425694763479	0.0146450491431067
LOSQ-9ZJK-C4-E5-R0-hair-smartseq	9ZJK	hair	28304176	27386596	917580	1288	519401	396891	0.00140369232110552	0.56605527583426	0.432541031844635	0.967581462184237	4.55056525934548e-05	0.0183506843654449	0.0140223477977243
LOSQ-9ZJK-C4-E8-R0-saliva-saliva	9ZJK	saliva	31715573	4742041	26973532	1594462	1539032	23840038	0.0591120955164492	0.0570571180667033	0.883830786416847	0.14951774637652	0.0502737882112362	0.0485260663586308	0.751682399053613
LOSQ-9ZJK-C4-E8-R0-saliva-smartseq	9ZJK	saliva	23658277	5908171	17750106	1016958	2398096	14335052	0.0572930663061956	0.135103193186565	0.80760374050724	0.249729555537793	0.042985294322152	0.101363932800347	0.605921217339707
LOSQ-CQ1O-C1-Ep1-R0-buccal-buccal	CQ1O	buccal	21202456	14727154	6475302	72088	4137926	2265288	0.0111327626109176	0.639032125451446	0.349835111937636	0.694596607110044	0.00339998347361268	0.195162579278551	0.106840830137792
LOSQ-CQ1O-C1-Ep2-R0-hair-hair	CQ1O	hair	22655079	22089833	565246	96	336164	228986	0.000169837557452861	0.594721590245663	0.405108572196884	0.975049921476769	4.23746039464263e-06	0.0148383503760901	0.0101074906867462
LOSQ-CQ1O-C1-Ep3-R0-saliva-saliva	CQ1O	saliva	25217025	15652079	9564946	148138	6372398	3044410	0.0154875939707344	0.666224148050601	0.318288257978665	0.620694907507924	0.00587452326354913	0.252702212096788	0.120728357131739
LOSQ-CQ1O-C1-Ep3-R0-saliva-smartseq	CQ1O	saliva	26502147	18395273	8106874	82876	5991141	2032857	0.0102229293313304	0.739019873751584	0.250757196917085	0.694105009680914	0.00312714286884002	0.226062477126853	0.076705370323393
LOSQ-CQ1O-C1-Ep4-R0-urine-urine	CQ1O	urine	25428550	24417066	1011484	1846	546457	463181	0.00182504122655425	0.54025273756184	0.457922221211606	0.960222505805482	7.2595566794017e-05	0.0214899001319383	0.0182149984957852
LOSQ-CQ1O-C2-E12-R0-urine-urine	CQ1O	urine	24882882	17852186	7030696	18736	6086793	925167	0.00266488552484704	0.865745439711801	0.131589674763352	0.717448485267904	0.000752967441633168	0.244617685362974	0.0371808619274889
LOSQ-CQ1O-C2-E1-R0-buccal-buccal	CQ1O	buccal	20341190	14741780	5599410	37882	3454723	2106805	0.00676535563568305	0.616979824660098	0.376254819704219	0.724725544572368	0.00186232958838691	0.169838785243145	0.103573340596101
LOSQ-CQ1O-C2-E4-R1-hair-hair	CQ1O	hair	27388448	26726498	661950	478	404496	256976	0.000722108920613339	0.611067301155676	0.38821058992371	0.975831051105926	1.74526135982587e-05	0.0147688543724712	0.00938264190800443
LOSQ-CQ1O-C2-E4-R2-hair-hair	CQ1O	hair	24120831	23434569	686262	386	425394	260482	0.000562467395834244	0.619871127936561	0.379566404667605	0.971548990165389	1.60027654105284e-05	0.0176359595571148	0.0107990475120861
LOSQ-CQ1O-C2-E9-R1-saliva-saliva	CQ1O	saliva	28455612	18377836	10077776	94270	869665	9113841	0.00935424641309749	0.0862953294457031	0.904350424141199	0.645842233159491	0.00331287902013845	0.0305621611652563	0.320282726655115
LOSQ-CQ1O-C2-E9-R2-saliva-saliva	CQ1O	saliva	33353018	23395740	9957278	117410	954367	8885501	0.0117913751127567	0.0958461740246682	0.892362450862575	0.701457961015702	0.0035202211685911	0.0286141122221683	0.266407705593539
LOSQ-CQ1O-C3-E10-R1-urine-urine	CQ1O	urine	21162692	18845400	2317292	6240	886863	1424189	0.00269279831803674	0.382715255565548	0.614591946116415	0.890501076139085	0.000294858517999506	0.0419069086295827	0.0672971567133331
LOSQ-CQ1O-C3-E10-R2-urine-urine	CQ1O	urine	20516261	18239567	2276694	10742	859849	1406103	0.00471824496396969	0.377674382240213	0.617607372795817	0.889029779841463	0.000523584682413623	0.0419106093454358	0.0685360261306873
LOSQ-CQ1O-C3-E2-R0-buccal-buccal	CQ1O	buccal	30836733	28519243	2317490	26848	971199	1319443	0.0115849475078641	0.419073652960746	0.56934139953139	0.924846448552121	0.00087064994855324	0.0314948733382359	0.0427880281610896
LOSQ-CQ1O-C3-E6-R0-hair-hair	CQ1O	hair	23409748	22299782	1109966	3454	635278	471234	0.00311180702832339	0.572340053659301	0.424548139312375	0.952585307624841	0.000147545372978812	0.0271373275782379	0.0201298194239425
LOSQ-CQ1O-C3-E6-R0-hair-illumina	CQ1O	hair	1960239	1872441	87798	2898	30925	53975	0.0330075855942049	0.352228980159001	0.614763434246794	0.955210563609846	0.00147839115536422	0.0157761375016006	0.0275349077331897
LOSQ-CQ1O-C3-E8-R0-saliva-saliva	CQ1O	saliva	19094220	7934550	11159670	407320	2293890	8458460	0.0364992871653015	0.205551777068677	0.757948935766022	0.415547217953915	0.0213321099264594	0.120135307962305	0.442985364157321
LOSQ-CQ1O-C4-E11-R0-urine-urine	CQ1O	urine	28620800	26784712	1836088	2460	1060825	772803	0.00133980506380958	0.57776370195764	0.42089649297855	0.935847775044723	8.59514758497317e-05	0.0370648269789803	0.0270014465004472
LOSQ-CQ1O-C4-E3-R0-buccal-buccal	CQ1O	buccal	28352247	16006699	12345548	261450	3769440	8314658	0.0211776747374843	0.305327880139464	0.673494445123052	0.564565446964398	0.00922149133364985	0.132950309017836	0.293262752684117
LOSQ-CQ1O-C4-E5-R0-hair-hair	CQ1O	hair	27269122	25898200	1370922	3670	740392	626860	0.00267703049480569	0.540068654525932	0.457254314979262	0.949726214140668	0.000134584457834763	0.0271512958869743	0.022987905514523
LOSQ-CQ1O-C4-E7-R0-saliva-saliva	CQ1O	saliva	29859378	26384590	3474788	74980	463256	2936552	0.0215782948484915	0.133319212567788	0.84510249258372	0.88362825240365	0.00251110388166827	0.0155145897546828	0.0983460539599988
LOSQ-CQ1O-C4-E7-R0-saliva-smartseq	CQ1O	saliva	38573585	33089485	5484100	133542	1641125	3709433	0.024350759468281	0.299251472438504	0.676397768093215	0.857827578121142	0.00346200644819505	0.0425453065873965	0.0961651088432667
LOSQ-CTWC-C1-Ep1-R0-buccal-buccal	CTWC	buccal	28002097	24163207	3838890	35414	2279727	1523749	0.00922506245294864	0.593850566179286	0.396924371367765	0.862907052996781	0.00126469099796347	0.0814127241970485	0.0544155318082071
LOSQ-CTWC-C1-Ep2-R1-hair-hair	CTWC	hair	36489492	35631860	857632	712	461803	395117	0.000830192903249879	0.538462883847618	0.460706923249132	0.976496466434775	1.95124667671449e-05	0.0126557804641402	0.0108282406343174
LOSQ-CTWC-C1-Ep2-R2-hair-hair	CTWC	hair	29438108	28727722	710386	492	381148	328746	0.000692581216409107	0.536536474536379	0.462770944247212	0.975868489917898	1.67130306064507e-05	0.01294743534469	0.0111673617068053
LOSQ-CTWC-C1-Ep3-R0-saliva-saliva	CTWC	saliva	27938409	2664795	25273614	1444614	1449227	22379773	0.0571589801126186	0.0573415024855567	0.885499517401825	0.095381057668674	0.0517070961342144	0.0518722093301734	0.801039636866938
LOSQ-CTWC-C1-Ep4-R0-urine-illumina	CTWC	urine	113400	100306	13094	1152	3466	8476	0.0879792271269284	0.264701389949595	0.647319382923476	0.884532627865961	0.0101587301587302	0.0305643738977072	0.0747442680776014
LOSQ-CTWC-C1-Ep4-R0-urine-urine	CTWC	urine	22413024	20695080	1717944	40206	954270	723468	0.023403556809768	0.555472122490605	0.421124320699627	0.923350637557877	0.00179386770834672	0.0425765840432777	0.0322789106904985
LOSQ-CTWC-C2-E12-R1-urine-urine	CTWC	urine	23070624	19777302	3293322	6126	2725079	562117	0.00186012785873959	0.827455985172419	0.170683886968842	0.857250415073298	0.000265532479745671	0.118118998428478	0.0243650540184782
LOSQ-CTWC-C2-E12-R2-urine-urine	CTWC	urine	23451378	21010286	2441092	3962	1835243	601887	0.00162304411304449	0.751812303673929	0.246564652213026	0.895908376897938	0.000168945296093048	0.07825736295752	0.0256653148484494
